Duracion de la Suscripcion (Meses),Satisfaccion del Cliente (1-10),Tiempo de Visualizacion Diario (Horas),Indice de Compromiso (1-10),Dispositivo mas Usado,Genero Preferido,Region,Historial de Pago (A Tiempo/Retrasado),Plan de Suscripcion,Estado de Cancelacion (Sí/No),Consultas al Soporte,Edad,Ingresos Mensuales ($),Numero de Perfiles Creados
52,1,3.07,1,Mobile,Romance,South America,On-Time,Basic,No,3,34,8881,2
17,2,3.22,3,Smart TV,Comedy,Oceania,On-Time,Basic,No,10,47,9262,3
57,8,2.16,9,Smart TV,Drama,Africa,On-Time,Basic,No,1,43,5107,2
42,9,1.72,8,Tablet,Comedy,North America,On-Time,Basic,No,6,46,7845,5
1,7,2.53,9,Tablet,Drama,Africa,Delayed,Basic,Yes,5,48,8358,1
60,9,2.8,10,Mobile,Action,Oceania,On-Time,Basic,No,1,31,3392,2
58,8,5.05,9,Laptop,Drama,Africa,On-Time,Standard,No,1,57,7454,2
14,8,1.49,10,Smart TV,Comedy,South America,Delayed,Basic,Yes,10,29,3456,4
53,2,3.67,5,Mobile,Drama,Africa,Delayed,Premium,No,3,20,5526,1
32,8,4.32,9,Smart TV,Action,Europe,On-Time,Premium,No,10,30,1558,5
21,4,4.95,1,Smart TV,Romance,Asia,On-Time,Standard,No,6,63,3361,2
14,7,1.72,7,Laptop,Drama,Asia,On-Time,Standard,No,6,30,2949,3
47,9,5.5,10,Smart TV,Sci-fi,Europe,On-Time,Standard,No,3,49,8545,1
17,8,3.42,9,Tablet,Action,Africa,Delayed,Basic,Yes,7,35,8063,5
31,8,2.0,9,Mobile,Action,Asia,On-Time,Basic,No,8,31,7092,2
16,4,3.68,6,Tablet,Action,South America,Delayed,Standard,Yes,9,56,2128,4
57,9,2.05,7,Smart TV,Comedy,Oceania,Delayed,Premium,No,0,45,6887,4
34,7,2.94,9,Tablet,Romance,North America,On-Time,Basic,No,1,63,2914,5
2,3,4.61,6,Tablet,Action,Africa,On-Time,Premium,No,10,67,4037,5
33,3,4.72,4,Mobile,Sci-fi,South America,On-Time,Basic,No,6,48,4913,4
47,9,4.52,8,Tablet,Comedy,Africa,On-Time,Basic,No,7,26,2025,2
11,7,2.84,8,Laptop,Sci-fi,Asia,On-Time,Premium,No,5,60,8463,2
58,8,4.9,7,Tablet,Action,Europe,On-Time,Basic,No,6,36,2948,5
59,7,2.1,9,Smart TV,Sci-fi,Asia,On-Time,Basic,No,5,53,4057,5
55,10,4.56,9,Mobile,Romance,Asia,Delayed,Standard,No,2,42,8727,3
41,9,3.54,9,Smart TV,Romance,Oceania,Delayed,Basic,No,3,67,8136,5
6,10,2.08,8,Tablet,Comedy,South America,On-Time,Basic,No,10,24,5889,4
59,7,5.92,10,Smart TV,Sci-fi,Europe,On-Time,Standard,No,1,46,3454,1
53,10,3.41,7,Tablet,Sci-fi,North America,Delayed,Standard,No,8,37,3877,3
12,7,1.92,7,Laptop,Drama,Europe,On-Time,Standard,No,3,34,6303,1
38,9,3.03,7,Tablet,Sci-fi,Oceania,Delayed,Basic,No,10,20,3571,1
31,4,2.53,5,Smart TV,Action,Africa,On-Time,Premium,No,4,69,1658,4
1,8,3.88,9,Laptop,Drama,Oceania,On-Time,Basic,No,10,27,8870,2
59,2,5.4,3,Tablet,Romance,Asia,On-Time,Standard,No,8,26,3720,5
12,9,1.31,10,Laptop,Romance,Europe,Delayed,Basic,Yes,5,36,4248,2
47,7,5.93,7,Mobile,Action,North America,On-Time,Basic,No,4,29,8411,4
10,6,1.25,5,Tablet,Action,Asia,On-Time,Standard,Yes,9,21,5737,3
14,3,4.8,5,Smart TV,Romance,Asia,On-Time,Basic,No,6,30,8115,1
48,10,3.56,9,Tablet,Sci-fi,Asia,On-Time,Standard,No,10,29,3527,4
57,2,3.39,5,Tablet,Drama,Asia,On-Time,Premium,No,6,45,1238,4
17,8,4.64,9,Laptop,Drama,South America,Delayed,Standard,Yes,1,35,8187,5
34,3,5.96,4,Smart TV,Drama,South America,On-Time,Basic,No,9,39,5340,3
10,8,1.28,9,Smart TV,Sci-fi,South America,On-Time,Premium,No,0,54,7620,5
37,7,1.28,7,Tablet,Sci-fi,Europe,On-Time,Premium,No,2,44,4833,4
47,7,5.35,7,Smart TV,Sci-fi,Asia,On-Time,Basic,No,1,53,4467,3
35,9,2.97,7,Smart TV,Comedy,Oceania,On-Time,Basic,No,7,23,6546,5
11,8,2.31,8,Laptop,Sci-fi,Europe,On-Time,Standard,No,10,69,2559,3
1,10,4.69,7,Laptop,Action,Africa,On-Time,Premium,No,10,27,8555,4
51,8,3.9,8,Mobile,Action,Oceania,On-Time,Basic,No,0,62,1867,5
26,9,5.99,8,Tablet,Action,North America,On-Time,Basic,No,2,48,7162,5
13,1,2.57,2,Smart TV,Comedy,South America,On-Time,Premium,No,1,18,2684,1
48,6,4.23,4,Mobile,Comedy,South America,On-Time,Basic,No,0,36,2509,1
17,4,2.7,2,Mobile,Comedy,South America,On-Time,Premium,No,5,55,7911,2
36,7,5.24,8,Laptop,Drama,South America,On-Time,Basic,No,2,54,9849,3
4,3,5.95,1,Mobile,Action,Asia,Delayed,Basic,Yes,7,25,2663,3
21,7,2.02,10,Mobile,Romance,Asia,On-Time,Basic,No,0,18,3129,2
16,10,2.68,8,Laptop,Romance,Africa,On-Time,Standard,No,7,42,9279,3
11,9,1.89,7,Mobile,Drama,South America,Delayed,Premium,Yes,1,22,8000,1
49,4,3.14,6,Laptop,Action,Europe,On-Time,Basic,No,0,32,9491,4
59,7,5.01,9,Laptop,Sci-fi,Oceania,Delayed,Basic,No,8,26,9752,4
5,10,2.64,7,Smart TV,Romance,Asia,On-Time,Basic,No,3,56,1928,5
48,9,4.22,9,Tablet,Drama,Oceania,On-Time,Premium,No,1,57,6691,1
27,2,1.12,4,Tablet,Comedy,Europe,On-Time,Basic,No,10,41,4565,4
15,7,1.4,8,Mobile,Action,Europe,On-Time,Standard,No,8,39,8602,4
11,9,3.34,7,Tablet,Romance,Africa,On-Time,Premium,No,9,25,8944,1
40,4,5.04,1,Tablet,Action,Europe,Delayed,Basic,No,2,57,3778,5
37,9,4.57,7,Tablet,Comedy,Europe,Delayed,Standard,No,2,54,5213,2
56,9,5.68,7,Tablet,Sci-fi,Oceania,On-Time,Premium,No,0,67,5679,3
49,10,3.45,8,Laptop,Drama,North America,On-Time,Basic,No,6,60,9980,2
38,8,3.53,9,Mobile,Drama,Africa,On-Time,Standard,No,9,44,3705,4
23,10,2.48,10,Tablet,Comedy,South America,On-Time,Premium,No,9,56,7882,4
8,4,2.11,6,Tablet,Sci-fi,North America,On-Time,Basic,No,5,20,6124,2
46,8,3.58,8,Tablet,Action,Asia,On-Time,Standard,No,8,55,6190,5
31,8,5.81,10,Smart TV,Comedy,Europe,On-Time,Standard,No,6,49,7175,5
16,7,1.88,9,Tablet,Drama,Asia,On-Time,Premium,No,3,22,8481,5
52,8,4.32,9,Smart TV,Sci-fi,Asia,On-Time,Standard,No,8,51,9129,3
2,10,1.67,9,Smart TV,Sci-fi,Europe,On-Time,Basic,No,3,68,7782,5
46,6,5.94,1,Smart TV,Drama,Asia,On-Time,Basic,No,5,18,4625,4
51,7,1.91,8,Tablet,Drama,Asia,On-Time,Standard,No,8,54,3405,4
26,7,5.15,10,Tablet,Action,Asia,On-Time,Standard,No,10,30,3746,4
27,8,4.69,7,Tablet,Action,North America,Delayed,Basic,No,9,64,8881,2
16,9,1.72,10,Mobile,Action,South America,On-Time,Standard,No,10,31,3517,1
20,8,4.88,10,Smart TV,Romance,Asia,On-Time,Basic,No,7,39,9449,5
30,4,4.91,4,Laptop,Action,Asia,On-Time,Basic,No,8,60,9933,4
40,9,3.06,10,Smart TV,Comedy,Asia,On-Time,Premium,No,9,69,8557,5
16,8,3.84,10,Laptop,Comedy,North America,On-Time,Premium,No,8,58,2503,5
14,2,3.76,2,Laptop,Action,Oceania,On-Time,Basic,Yes,8,24,1589,5
15,7,3.79,7,Tablet,Comedy,Asia,On-Time,Basic,No,3,60,8477,5
44,10,5.91,7,Laptop,Comedy,Africa,On-Time,Standard,No,9,64,5062,3
20,4,2.61,1,Smart TV,Sci-fi,Africa,On-Time,Basic,No,1,34,1522,3
50,7,4.44,7,Smart TV,Drama,Oceania,On-Time,Premium,No,0,37,2747,1
10,9,3.18,9,Laptop,Romance,Asia,On-Time,Basic,No,10,67,5684,2
4,10,4.03,10,Smart TV,Comedy,Asia,On-Time,Premium,No,5,64,4383,4
54,7,3.62,10,Mobile,Romance,Oceania,On-Time,Basic,No,6,70,5069,4
34,7,3.37,8,Laptop,Drama,South America,On-Time,Basic,No,0,31,1732,2
24,8,2.86,7,Smart TV,Comedy,Asia,On-Time,Basic,No,9,58,2660,4
48,3,5.13,6,Mobile,Drama,South America,On-Time,Basic,No,6,47,3102,4
12,2,4.02,2,Mobile,Action,Asia,Delayed,Basic,Yes,7,52,8042,3
5,8,3.51,9,Laptop,Sci-fi,Africa,On-Time,Basic,No,6,46,5566,5
27,1,1.07,2,Smart TV,Romance,Oceania,On-Time,Standard,No,10,41,3816,2
41,8,3.55,10,Laptop,Sci-fi,Africa,On-Time,Standard,No,2,59,3132,2
14,3,4.95,1,Tablet,Drama,North America,On-Time,Standard,Yes,1,47,8776,4
48,8,4.38,7,Mobile,Comedy,Africa,On-Time,Basic,No,10,47,6273,5
27,2,3.37,2,Smart TV,Sci-fi,South America,On-Time,Standard,No,7,70,2593,3
54,8,5.48,9,Smart TV,Sci-fi,Africa,On-Time,Premium,No,9,54,7979,3
49,4,2.91,3,Smart TV,Romance,North America,On-Time,Standard,No,8,45,9703,2
22,7,2.86,7,Mobile,Action,Oceania,On-Time,Standard,No,0,55,6484,4
50,5,1.79,6,Mobile,Action,Europe,On-Time,Premium,No,5,70,1781,3
54,10,3.37,7,Tablet,Drama,Oceania,Delayed,Basic,No,3,22,1070,5
39,5,5.4,4,Mobile,Comedy,Europe,On-Time,Basic,No,6,36,4732,4
13,7,3.3,8,Tablet,Romance,Oceania,On-Time,Standard,No,5,35,7381,1
9,7,3.25,7,Smart TV,Drama,Oceania,Delayed,Premium,Yes,10,36,9255,5
28,4,3.55,1,Mobile,Comedy,North America,Delayed,Standard,No,10,34,9231,2
4,7,5.86,7,Laptop,Comedy,Asia,On-Time,Standard,No,1,40,8430,2
54,10,2.64,7,Tablet,Romance,South America,Delayed,Standard,No,3,36,3137,5
34,1,3.93,4,Smart TV,Comedy,Europe,On-Time,Basic,No,2,28,5481,1
38,10,5.49,8,Tablet,Romance,Europe,On-Time,Premium,No,4,50,3778,2
27,8,3.46,8,Smart TV,Comedy,Asia,On-Time,Standard,No,6,38,3381,2
5,7,2.74,9,Tablet,Action,South America,Delayed,Basic,Yes,6,47,5143,2
48,10,4.55,7,Smart TV,Comedy,Europe,On-Time,Basic,No,5,54,8870,1
23,7,4.65,7,Smart TV,Comedy,Asia,On-Time,Premium,No,4,32,6671,4
32,7,4.33,7,Tablet,Romance,Europe,Delayed,Basic,No,5,39,2723,1
1,5,3.05,4,Mobile,Romance,South America,On-Time,Basic,Yes,8,57,3562,1
35,4,4.62,6,Smart TV,Drama,Europe,On-Time,Basic,No,9,22,5041,2
18,1,1.46,2,Smart TV,Comedy,Europe,On-Time,Standard,Yes,0,35,7084,2
29,9,5.75,7,Tablet,Sci-fi,Europe,On-Time,Basic,No,0,48,3610,4
15,9,1.63,10,Mobile,Romance,Europe,Delayed,Basic,Yes,4,33,7807,3
31,9,4.34,8,Tablet,Sci-fi,North America,On-Time,Standard,No,3,58,3464,2
28,7,5.4,10,Laptop,Comedy,Africa,On-Time,Basic,No,8,56,1534,3
32,10,3.55,10,Laptop,Comedy,North America,On-Time,Standard,No,10,62,8719,3
55,3,4.3,4,Tablet,Action,South America,Delayed,Premium,No,10,70,5225,3
43,8,1.36,7,Laptop,Romance,South America,On-Time,Basic,No,4,25,2683,5
40,7,3.61,10,Laptop,Romance,Oceania,On-Time,Basic,No,10,46,5801,5
53,8,5.39,9,Smart TV,Action,Asia,On-Time,Basic,No,4,68,6394,4
45,10,3.97,7,Tablet,Comedy,Oceania,On-Time,Basic,No,6,62,8481,1
58,9,1.17,10,Tablet,Sci-fi,Asia,On-Time,Basic,No,1,27,4404,4
9,9,5.79,10,Smart TV,Romance,Asia,Delayed,Basic,Yes,1,56,9030,2
29,10,5.51,8,Smart TV,Comedy,South America,On-Time,Basic,No,3,59,7515,1
51,10,2.6,9,Smart TV,Comedy,North America,On-Time,Basic,No,10,27,7811,3
4,5,3.24,4,Mobile,Romance,Asia,Delayed,Basic,Yes,3,19,7515,5
49,8,3.6,10,Smart TV,Action,Asia,On-Time,Basic,No,6,53,6972,3
31,8,5.05,7,Tablet,Romance,Asia,On-Time,Standard,No,10,21,3033,2
41,9,4.69,10,Smart TV,Comedy,Oceania,Delayed,Premium,No,1,41,3634,1
2,6,1.09,5,Laptop,Sci-fi,Asia,On-Time,Standard,Yes,4,56,6211,4
56,8,5.05,10,Smart TV,Action,North America,On-Time,Basic,No,5,58,2808,2
57,5,1.7,3,Smart TV,Action,Africa,On-Time,Basic,No,3,56,5901,5
54,7,3.1,10,Tablet,Comedy,Asia,On-Time,Basic,No,8,32,2304,3
41,7,2.18,7,Tablet,Comedy,Asia,On-Time,Basic,No,5,44,1594,5
26,4,3.93,3,Tablet,Romance,North America,On-Time,Basic,No,3,19,7684,1
25,8,2.39,9,Tablet,Comedy,North America,Delayed,Basic,No,5,30,5738,3
26,7,4.34,7,Mobile,Drama,North America,On-Time,Basic,No,9,52,8177,3
14,1,5.34,6,Tablet,Action,North America,On-Time,Premium,No,8,26,9375,1
17,8,1.7,10,Laptop,Action,Europe,On-Time,Basic,No,0,60,6656,3
8,10,5.84,10,Smart TV,Drama,Oceania,Delayed,Premium,Yes,10,52,6974,5
11,7,2.55,8,Mobile,Action,Africa,On-Time,Standard,No,1,56,9681,3
34,8,3.91,9,Laptop,Romance,North America,On-Time,Standard,No,5,51,9130,2
37,7,4.8,9,Smart TV,Romance,South America,On-Time,Basic,No,10,23,5634,4
42,2,2.23,4,Tablet,Comedy,South America,On-Time,Standard,No,6,60,7225,1
31,10,4.34,8,Smart TV,Comedy,North America,On-Time,Basic,No,4,33,7476,3
18,7,2.37,7,Smart TV,Action,Europe,On-Time,Premium,No,1,53,6495,3
36,1,5.28,5,Smart TV,Action,Europe,Delayed,Standard,No,0,47,5569,3
21,9,2.59,7,Laptop,Comedy,Africa,On-Time,Basic,No,4,21,3039,4
6,10,4.64,10,Laptop,Comedy,Asia,Delayed,Basic,Yes,1,48,6126,4
53,10,2.27,9,Tablet,Comedy,North America,On-Time,Basic,No,10,42,2892,1
59,2,1.82,2,Laptop,Drama,North America,Delayed,Standard,No,3,43,1354,1
60,8,1.85,8,Smart TV,Drama,Africa,On-Time,Premium,No,9,46,3343,3
2,2,5.11,6,Mobile,Comedy,Oceania,On-Time,Basic,Yes,0,20,5412,1
16,10,1.46,9,Mobile,Comedy,North America,On-Time,Basic,No,6,32,3478,1
38,8,4.5,10,Smart TV,Drama,Africa,On-Time,Premium,No,4,59,6209,2
16,9,5.3,8,Laptop,Action,Africa,On-Time,Premium,No,10,22,4691,5
41,8,4.0,9,Mobile,Drama,South America,Delayed,Premium,No,3,69,2366,2
40,2,5.44,1,Smart TV,Romance,Asia,Delayed,Basic,No,5,18,6360,5
51,10,1.6,10,Laptop,Comedy,Oceania,Delayed,Standard,No,4,30,2387,4
59,8,1.91,8,Laptop,Action,North America,On-Time,Standard,No,8,18,1847,5
14,4,5.16,1,Laptop,Romance,Europe,On-Time,Premium,No,8,62,6818,1
15,9,2.72,8,Tablet,Sci-fi,North America,Delayed,Standard,Yes,6,64,9990,1
42,7,2.09,7,Smart TV,Drama,South America,On-Time,Basic,No,0,70,4454,3
59,8,4.7,10,Tablet,Sci-fi,Europe,On-Time,Basic,No,8,59,4441,1
43,10,1.08,9,Tablet,Comedy,North America,On-Time,Basic,No,10,59,9127,2
51,6,4.31,5,Mobile,Comedy,Oceania,Delayed,Standard,No,8,57,3372,4
5,1,4.6,5,Smart TV,Comedy,Asia,On-Time,Premium,No,2,56,9836,3
2,8,4.41,7,Tablet,Action,Asia,On-Time,Premium,No,7,56,8001,3
17,5,5.32,1,Smart TV,Romance,Oceania,On-Time,Basic,Yes,0,20,3152,4
16,10,5.64,10,Mobile,Romance,South America,Delayed,Standard,Yes,10,51,3230,4
26,10,3.65,9,Laptop,Sci-fi,Europe,On-Time,Standard,No,2,45,2274,4
55,2,1.32,6,Laptop,Action,Africa,On-Time,Standard,No,9,31,9961,3
48,6,1.72,6,Mobile,Comedy,Oceania,On-Time,Basic,No,9,70,7528,1
32,6,3.48,1,Laptop,Romance,Europe,On-Time,Basic,No,3,46,6325,1
23,9,3.51,7,Mobile,Sci-fi,Oceania,On-Time,Premium,No,5,29,8218,1
47,9,1.5,10,Tablet,Drama,Asia,On-Time,Standard,No,9,52,7433,2
36,10,5.45,9,Tablet,Romance,North America,On-Time,Premium,No,8,37,8543,4
24,4,3.36,2,Smart TV,Drama,North America,On-Time,Standard,Yes,3,48,8157,4
50,3,3.76,6,Laptop,Sci-fi,South America,On-Time,Basic,No,2,62,4883,3
24,7,3.0,7,Mobile,Action,Europe,On-Time,Standard,No,1,54,3243,4
37,2,2.53,1,Tablet,Romance,South America,On-Time,Premium,No,10,18,5648,5
42,8,5.58,7,Tablet,Sci-fi,Europe,On-Time,Standard,No,5,69,6417,4
25,8,5.8,9,Smart TV,Drama,Europe,On-Time,Premium,No,2,51,5571,3
58,10,5.06,7,Mobile,Comedy,Asia,On-Time,Basic,No,7,50,7504,1
12,7,1.08,7,Laptop,Sci-fi,North America,On-Time,Premium,No,5,51,9129,3
48,6,3.41,6,Tablet,Action,Europe,On-Time,Standard,No,4,66,7242,2
50,9,1.66,9,Tablet,Comedy,Asia,On-Time,Basic,No,7,41,1106,1
59,8,1.89,7,Tablet,Romance,Asia,Delayed,Basic,No,10,54,1576,5
12,7,2.19,7,Mobile,Comedy,Europe,On-Time,Basic,No,10,49,3911,2
31,4,2.15,4,Tablet,Sci-fi,Europe,On-Time,Standard,No,1,34,6402,1
28,6,4.99,6,Smart TV,Drama,Europe,On-Time,Standard,No,9,61,4981,5
12,8,1.5,9,Laptop,Action,Europe,Delayed,Standard,Yes,7,49,1531,3
47,7,5.04,8,Mobile,Action,Asia,On-Time,Basic,No,8,65,9696,4
33,8,5.41,9,Smart TV,Romance,Asia,On-Time,Standard,No,4,37,3527,3
56,9,4.77,10,Laptop,Action,South America,On-Time,Basic,No,7,19,5750,2
17,5,5.24,2,Laptop,Action,South America,On-Time,Standard,No,3,69,9930,2
25,4,4.84,2,Tablet,Comedy,South America,Delayed,Premium,No,7,21,1525,5
60,10,1.08,10,Smart TV,Romance,Europe,Delayed,Premium,No,0,30,7704,5
23,4,4.11,2,Smart TV,Action,South America,On-Time,Standard,No,0,21,5131,2
57,8,2.32,7,Tablet,Sci-fi,Africa,On-Time,Standard,No,9,66,3756,5
48,10,4.49,9,Mobile,Romance,North America,On-Time,Premium,No,3,46,6086,4
28,7,2.82,9,Laptop,Action,Oceania,On-Time,Basic,No,8,31,7889,1
6,8,1.27,8,Tablet,Action,Africa,On-Time,Basic,No,9,29,5845,5
58,5,3.95,1,Mobile,Sci-fi,Africa,On-Time,Basic,No,5,46,5603,4
53,8,4.44,8,Mobile,Comedy,North America,Delayed,Basic,No,3,49,5747,3
14,6,1.12,4,Smart TV,Action,Asia,On-Time,Premium,No,1,42,8111,2
15,9,3.2,8,Tablet,Comedy,Asia,On-Time,Basic,No,7,34,5655,1
42,4,1.6,5,Tablet,Action,Africa,Delayed,Standard,No,4,54,4407,4
59,9,5.16,10,Mobile,Comedy,Africa,On-Time,Basic,No,0,41,2468,5
38,9,1.52,9,Tablet,Comedy,Africa,On-Time,Standard,No,3,59,6077,3
31,10,1.69,8,Smart TV,Comedy,Asia,Delayed,Basic,No,8,38,7716,2
35,8,2.06,10,Tablet,Drama,Oceania,Delayed,Basic,No,6,61,5429,5
7,7,2.3,8,Laptop,Sci-fi,South America,Delayed,Basic,Yes,7,30,8061,5
10,7,1.72,9,Tablet,Drama,Asia,On-Time,Premium,No,9,56,2619,3
58,9,5.78,9,Smart TV,Sci-fi,Asia,On-Time,Basic,No,7,59,7705,3
56,8,5.9,10,Smart TV,Comedy,Africa,On-Time,Standard,No,3,43,9313,3
7,10,3.95,10,Tablet,Comedy,Oceania,On-Time,Basic,No,5,61,5087,4
17,7,3.6,8,Laptop,Sci-fi,Europe,On-Time,Basic,No,9,19,6515,4
32,9,3.29,8,Laptop,Action,Africa,Delayed,Standard,No,7,41,4585,2
28,7,5.21,8,Mobile,Drama,North America,On-Time,Premium,No,3,38,5688,5
52,2,4.88,3,Laptop,Romance,Asia,On-Time,Standard,No,4,28,1188,4
13,6,3.55,2,Smart TV,Comedy,Oceania,On-Time,Basic,Yes,6,31,8201,2
51,8,3.68,8,Laptop,Comedy,South America,On-Time,Premium,No,10,62,9737,3
32,8,1.67,8,Mobile,Action,South America,On-Time,Basic,No,8,67,2150,2
4,7,5.6,9,Laptop,Comedy,Oceania,On-Time,Basic,No,7,18,7325,3
59,8,5.44,7,Laptop,Comedy,Africa,On-Time,Premium,No,1,52,7081,3
33,2,2.35,6,Smart TV,Romance,Africa,On-Time,Basic,No,1,31,3813,4
48,7,1.39,10,Smart TV,Sci-fi,Europe,On-Time,Basic,No,1,18,7043,5
5,10,1.94,7,Mobile,Comedy,Oceania,On-Time,Premium,No,8,20,5761,1
58,7,4.4,10,Laptop,Comedy,Europe,On-Time,Premium,No,3,52,4216,1
22,10,5.39,9,Smart TV,Comedy,Europe,On-Time,Standard,No,7,49,7840,4
59,3,1.02,4,Mobile,Romance,South America,Delayed,Premium,No,0,39,4314,5
26,1,5.77,3,Laptop,Drama,Africa,On-Time,Basic,No,4,59,8045,1
43,6,3.88,2,Tablet,Sci-fi,Europe,Delayed,Standard,No,2,38,1185,5
19,10,5.41,7,Mobile,Sci-fi,North America,On-Time,Premium,No,8,48,9245,2
29,9,5.27,10,Mobile,Sci-fi,Europe,Delayed,Standard,No,6,68,5106,4
4,6,4.05,3,Mobile,Comedy,North America,On-Time,Basic,Yes,9,33,7315,4
34,1,5.87,4,Tablet,Comedy,Oceania,Delayed,Standard,No,4,47,8719,5
39,8,4.83,10,Smart TV,Comedy,Africa,On-Time,Basic,No,5,49,7535,5
41,3,5.91,4,Laptop,Comedy,South America,On-Time,Basic,No,5,29,3079,5
19,4,4.06,3,Mobile,Romance,Oceania,Delayed,Basic,Yes,5,36,1240,1
51,8,2.84,10,Tablet,Sci-fi,North America,On-Time,Premium,No,0,42,1517,1
9,8,2.27,8,Laptop,Action,Oceania,On-Time,Basic,No,1,53,1277,3
41,7,1.2,8,Mobile,Drama,Asia,On-Time,Premium,No,3,46,3483,5
28,4,4.68,1,Tablet,Action,South America,On-Time,Standard,No,1,57,2243,5
30,8,5.54,7,Mobile,Comedy,Oceania,On-Time,Basic,No,0,47,8305,3
31,3,4.03,1,Mobile,Comedy,Africa,On-Time,Standard,No,4,42,5697,3
49,1,4.36,2,Mobile,Comedy,South America,On-Time,Standard,No,4,31,4373,4
9,10,2.76,9,Laptop,Comedy,Africa,Delayed,Basic,Yes,6,57,9459,2
2,7,2.08,10,Mobile,Drama,Asia,Delayed,Basic,Yes,2,37,2488,1
50,10,3.4,8,Tablet,Comedy,Africa,On-Time,Basic,No,10,49,9630,1
48,5,2.51,1,Laptop,Sci-fi,Oceania,On-Time,Standard,No,10,35,8233,4
13,9,4.49,9,Smart TV,Sci-fi,North America,On-Time,Standard,No,5,30,9143,1
2,5,2.02,2,Tablet,Sci-fi,Oceania,On-Time,Standard,No,3,53,6820,3
49,7,1.73,7,Mobile,Romance,Africa,Delayed,Basic,No,5,65,1489,3
23,7,3.69,8,Tablet,Comedy,Asia,On-Time,Basic,No,6,70,6444,1
33,9,4.74,9,Tablet,Comedy,North America,On-Time,Basic,No,4,55,8249,1
59,5,1.45,6,Smart TV,Action,South America,On-Time,Basic,No,6,67,9534,5
21,5,3.9,2,Smart TV,Action,North America,On-Time,Basic,No,8,66,8400,1
9,7,5.67,9,Mobile,Comedy,North America,On-Time,Standard,No,5,57,9541,1
59,9,1.81,10,Mobile,Comedy,Asia,On-Time,Basic,No,8,54,6057,2
50,9,4.01,9,Laptop,Romance,Asia,On-Time,Standard,No,5,36,3693,1
9,3,2.04,5,Mobile,Action,Europe,On-Time,Standard,Yes,5,28,7085,5
2,8,1.02,9,Mobile,Romance,Asia,On-Time,Basic,No,7,35,4696,5
43,8,2.87,7,Tablet,Romance,Asia,On-Time,Standard,No,6,51,4095,1
38,9,5.28,7,Smart TV,Comedy,Asia,On-Time,Basic,No,1,44,4249,2
18,10,1.91,8,Tablet,Sci-fi,North America,On-Time,Basic,No,3,32,5722,2
11,3,1.9,2,Laptop,Action,Asia,On-Time,Basic,Yes,6,18,5082,1
45,9,5.04,10,Tablet,Action,Oceania,On-Time,Standard,No,10,70,5816,5
12,1,1.59,2,Laptop,Action,Oceania,On-Time,Standard,No,7,23,3718,5
45,9,1.48,7,Laptop,Sci-fi,Africa,Delayed,Premium,No,4,61,2786,3
6,10,3.14,7,Laptop,Action,South America,Delayed,Basic,Yes,8,39,2622,1
10,9,4.26,7,Smart TV,Comedy,Africa,On-Time,Basic,No,2,55,1251,4
6,10,5.98,8,Smart TV,Action,Oceania,On-Time,Basic,No,10,53,5372,2
23,8,3.43,8,Tablet,Comedy,Asia,Delayed,Premium,Yes,5,22,5657,4
20,8,1.78,8,Laptop,Sci-fi,North America,On-Time,Standard,No,10,37,5374,3
31,10,5.53,7,Smart TV,Sci-fi,Africa,On-Time,Basic,No,3,29,7472,4
57,1,5.9,1,Smart TV,Comedy,Asia,On-Time,Standard,No,6,51,3062,1
60,3,1.13,4,Smart TV,Romance,South America,On-Time,Basic,No,1,53,8162,3
36,2,2.47,1,Smart TV,Action,Oceania,On-Time,Standard,No,7,57,4727,5
3,9,2.3,10,Smart TV,Action,Europe,On-Time,Basic,No,1,40,9837,2
9,8,3.93,8,Laptop,Romance,North America,On-Time,Standard,No,10,40,8655,1
11,5,2.61,1,Mobile,Sci-fi,Asia,On-Time,Basic,Yes,8,66,3823,2
20,8,2.31,8,Laptop,Drama,North America,On-Time,Basic,No,3,34,9060,1
7,7,4.86,7,Mobile,Action,North America,On-Time,Basic,No,3,52,1270,2
34,7,4.54,10,Laptop,Comedy,North America,On-Time,Basic,No,1,32,5022,3
8,7,5.1,7,Mobile,Action,Oceania,Delayed,Basic,Yes,8,24,9846,3
25,7,5.08,7,Smart TV,Comedy,South America,On-Time,Standard,No,3,23,8344,1
59,8,1.94,8,Laptop,Action,Asia,On-Time,Premium,No,1,45,5413,5
56,4,2.22,6,Mobile,Romance,Africa,On-Time,Basic,No,8,24,3214,5
33,7,5.78,7,Mobile,Comedy,North America,On-Time,Standard,No,0,42,5892,3
12,8,2.0,7,Smart TV,Romance,Europe,On-Time,Basic,No,1,32,1153,1
1,10,2.16,9,Smart TV,Comedy,South America,Delayed,Standard,Yes,1,40,9098,1
11,10,5.85,7,Mobile,Action,South America,On-Time,Basic,No,0,46,9843,5
58,3,3.59,4,Laptop,Sci-fi,South America,On-Time,Standard,No,2,66,4008,5
24,8,4.13,10,Laptop,Drama,Africa,On-Time,Premium,No,0,63,5870,2
20,3,4.42,1,Smart TV,Drama,North America,On-Time,Basic,No,8,66,7708,3
5,8,3.65,9,Tablet,Sci-fi,North America,Delayed,Premium,Yes,10,36,1441,4
23,10,2.06,9,Mobile,Comedy,North America,On-Time,Basic,No,0,49,2270,2
36,7,2.64,10,Tablet,Comedy,Asia,On-Time,Standard,No,5,69,3222,3
